,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
68,Keenan Allen,"Allen joins the Bears after spending the past 11 seasons with the Chargers. A dominant possession receiver, Allen is coming off the second-best fantasy season and the highest points per game mark of his storied career. Now at 32 years old and starting over with rookie QB Caleb Williams, Allen's best fantasy days are likely behind him. And while he's still a legitimate threat, Allen is now in a crowded WR room with an inexperienced signal-caller, so he should be viewed as a WR3 heading into the season.",WR,1479,CHI,,58.0,24.0,213.92999999999998
69,Terry McLaurin,"McLaurin's fifth NFL season looked quite a bit like his prior ones, as he crossed 1,000 receiving yards for the fourth consecutive campaign, quite the feat considering Washington's quarterback play during his career. This is a new era, with Jayden Daniels at quarterback, and that helps everyone. The consistent McLaurin has caught between 77 and 87 passes each of the past four seasons, and he has scored four or more touchdowns each season. What looked different in 2023 was how McLaurin got those numbers, with a career-worst 7.6 yards per target and 12.7 yards per reception. Fantasy managers can no longer comfortably choose the durable McLaurin as a WR2, as 27 wide receivers scored more fantasy points last season, but he isn't far from that range, either.",WR,5927,WAS,,95.0,37.0,198.36999999999998
70,Christian Kirk,"A return to the top of the depth chart in Jacksonville could define Kirk's 2024. Calvin Ridley's arrival in Jacksonville last season saw Kirk assume a smaller share of the passing market, resulting in per-game production in the WR3 and flex tier among receivers. A core injury that required surgery and an IR stint also slowed his production. This marked a decline from Kirk's surprisingly strong WR2 finish in his 2022 debut season with the team. Yet with Ridley off to the rival Titans and the arrival of lower-volume field-stretcher Gabe Davis and rookie Brian Thomas Jr., Kirk has a realistic path to pace the depth chart in opportunities as a top option for Trevor Lawrence. Consider Kirk as a flex.",WR,4950,JAX,,66.0,29.0,220.07999999999998
71,Jaxon Smith-Njigba,"Eventually finding his footing as the Seahawks' No. 3 WR, Smith-Njigba was largely deployed via the slot as a rookie (64.3% rate) working as a complement to DK Metcalf and Tyler Lockett, both of whom finished inside the top 25 fantasy players at the position. Smith-Njigba is a smooth and reliable receiver who uses agility and crisp routes to gain separation, and at just 22 years old he figures to eventually grow into a starring role. With Lockett and Noah Fant returning, however, targets may be hard to come by in 2024. Seattle's new coaching regime figures to shake things up from a scheme perspective, but how many opportunities they'll immediately grant Smith-Njigba remains to be seen. An injury to the 31-year-old Lockett would pave the way for a potential JSN breakout, who presents with plenty of theoretical upside.",WR,9488,SEA,,107.0,42.0,187.19
72,George Kittle,"Despite experiencing a dip in overall efficiency, Kittle buoyed his fantasy stock by scoring 11 TDs in 2022. A regression was, therefore, anticipated heading into 2023. Kittle's TDs did, in fact, decline (with three of his six scores occurring in Week 5), but the 30-year-old still posted a top-five positional fantasy finish, recording a career high in yards per target (11.3) and yards per reception (15.7), both best among TEs. While Kittle was second on the team in targets (behind Brandon Aiyuk), his week-to-week volume fluctuated, presenting a frustrating conundrum for fantasy managers. Kittle's do-it-all skill set combined with the depth of pass-catchers in the 49ers' offense figures to lead to boom-or-bust play again in 2024.",TE,4217,SF,,61.0,7.0,199.27999999999997
73,Dalton Kincaid,"What will Kincaid do for an encore after a solid rookie year? He split snaps with Dawson Knox for most of the season, but once Knox was injured, Kincaid showed fantasy managers what he's capable of. From Weeks 8 through 12, Kincaid operated as the starter and led all Bills in targets (37). With both Stefon Diggs and Gabe Davis departing this offseason, Buffalo is lacking a reliable pass-catcher. Kincaid is a candidate to lead the Bills in targets this season, with competition coming from free-agent addition Curtis Samuel and second-round pick Keon Coleman. Kincaid is a midrange TE1 target with elite upside.",TE,10236,BUF,,44.0,3.0,194.71999999999997
74,Kyle Pitts,"Perhaps no player has been more frustrating to roster in fantasy over the past three seasons than Pitts, as the Falcons and coach Arthur Smith constantly mismanaged his massive talent level while trying to reinvent the wheel. Pitts has just 149 catches for six touchdowns in his three seasons, but things are looking up. Raheem Morris takes over for Smith, Kirk Cousins takes over for Desmond Ridder at QB, and the Falcons suddenly have a potent passing blueprint. If the Falcons make Pitts a priority and get him the ball, his talent should take care of everything else. Despite the early struggles, Pitts will be drafted as a TE1 and should come in hungry, looking to make up for lost time.",TE,7553,ATL,,60.0,6.0,179.65
75,Javonte Williams,"Though Williams' numbers were lackluster -- his yards per carry, explosive-play and yards after contact numbers were down considerably compared to pre-knee reconstruction -- credit him for quickly returning to action. He proved ready to play in Week 1, 343 days after tearing the ACL, LCL and posterolateral corner in his right knee, and appeared in 16 games, including handling 15-plus touches nine times. That aggressive recovery, coupled with the hefty workload, might have contributed to the so-so numbers, and he wouldn't be the first player to take a bigger step forward the second year following such a significant operation. Williams, now 24, has a fantasy RB2 ceiling, but he would be wisely selected as a flex while his team overhauls the quarterback position.",RB,7588,DEN,,73.0,25.0,166.83
76,Brian Robinson,"Robinson returns as Washington's lead rusher. Robinson started 15 games for the Commanders in 2023, averaging 13.2 fantasy points per game, the same figure as his new backfield competition, veteran Austin Ekeler. One man's emergence can equal another's downfall. Adding Ekeler hardly means Robinson loses all fantasy value, though. At 6-2, 230 pounds, the bruising Robinson may see extensive early down work and cede pass catching responsibilities, offering similar value. Even with Ekeler around, Robinson is talented enough to be a midround sleeper pick and RB3 choice.",RB,8154,WAS,,101.0,35.0,141.11
77,Najee Harris,"A true volume grinder, Harris returns to Pittsburgh for his fourth season as the primary runner on early downs. Harris has totaled at least 255 carries and 1,000 rush yards for three straight seasons. However, Harris dipped to 11.4 fantasy points per game last season (RB26), and his receving totals continue to decline (career-low 29 receptions in 2023). A run-heavy approach from new offensive coordinator Arthur Smith is a bonus here, but with the expanding role for Jaylen Warren in the Steelers' backfield, Harris should be targeted as lower-tier flex only.",RB,7528,PIT,,83.0,27.0,179.54
78,Jaylen Warren,"Now entering his third pro season, Warren emerged as a playmaking talent with the Steelers in 2023, posting career highs across the board in rushing and receving. Warren posted a run of 10 or more yards on 15.5% of his carries, while producing double-digit fantasy points in 10 of 15 games played. He's an explosive mover, with perimeter juice and the open-field vision to produce as a screen target (18 receptions, 114 yards on screens last season). While Warren will share backfield touches with Najee Harris, he brings more fantasy upside as a dual-threat back under new offensive coordinator Arthur Smith. Target Warren as a high-end flex, with RB2 upside.",RB,8228,PIT,,94.0,34.0,170.53
79,David Montgomery,"Montgomery signed with the Lions in 2023 and quickly put together the most efficient season of his young career. In a committee with Jahmyr Gibbs, Monty was a solid RB2 for fantasy managers, providing a steady dose of rushing yards and touchdowns. Montgomery was ninth in rushing yards, third in rushing touchdowns and handled the third-most carries inside the 5 last season. He lacks passing-game upside (16 catches in 14 games last season), but behind a premier offensive line in Detroit, Montgomery will again be a serviceable RB2 in 2024.",RB,5892,DET,,57.0,22.0,190.05
80,Christian Watson,"Watson is back in Green Bay as one of the most difficult players to figure out in fantasy. A big-play WR with multiple boom games to his name, Watson was second in points per reception and finished eighth in end zone targets despite playing only nine games last season. The biggest knock against him is his faulty hamstrings, which have kept him from staying on the field thus far in his young career. Watson has missed 11 games over his first two seasons, and he's now in a very full wide receiver room. Watson carries risk, but his ceiling remains off the charts. He's best viewed as a high-upside WR4.",WR,8167,GB,,118.0,47.0,175.86
81,Courtland Sutton,"Following along with what was a team-wide theme, Sutton fell short of expectations again in 2023, marking three consecutive seasons he has failed to crack the positional top 30 in fantasy points despite pacing the Broncos in both routes run and targets. Though his career-best 10 touchdowns were a bright spot, advanced measures deemed it a fortunate total. And since he entered the season with just 14 TDs in 65 career games, it was quite a surprise. Sutton enters his age-29 season working with his ninth different quarterback, and one probably a step down talent-wise from Russell Wilson. Still, the offseason trade of Jerry Jeudy opens up some targets and paves the way for Sutton to be the Broncos' receiving alpha dog. He's best drafted as a WR3 with potential receptions upside.",WR,5045,DEN,,119.0,48.0,158.68000000000004
82,Jayden Reed,"Reed impressed as a rookie and is back to do it again in his second season with the Packers. The former second-round pick showcased his talent down the stretch with at least 15 fantasy points in seven of his final eight games. In fact, over that stretch, Reed was WR10! The upside is obvious, the only problem is the number of options Jordan Love has at his disposal. Christian Watson is a potential star when healthy, Romeo Doubs has shown his knack for the end zone and Dontayvion Wicks even flashed last season. It's just a deep WR room and it's the deepest position in fantasy. Because of that, Reed checks in as a flex with WR3 upside.",WR,10222,GB,,86.0,35.0,207.09999999999997
83,Jordan Addison,"Addison had some ups-and-downs in his rookie season. Playing with four different QBs and taking over WR1 responsibilities while Justin Jefferson was out, Addison turned in seven performances with at least 15 fantasy points, third most among rookie wide receivers. Most impressively, his 10 touchdowns were tied for fourth most among all wideouts. Expect those touchdowns to come down with Jefferson fully healthy and Kirk Cousins in Atlanta. While super-talented, Addison is the No. 2 pass-catcher for a journeyman QB at arguably the deepest position in fantasy football, so it's best to view him as a WR4 or WR5 entering draft season.",WR,9756,MIN,,82.0,34.0,209.27
84,Xavier Worthy,"That the Chiefs paid handsomely to move up to 28th overall in the NFL draft to select Worthy speaks volumes about their regard for his big-play ability. In his final season at Texas, he averaged 7.7 yards after the catch per target and broke 15 tackles, and he ultimately broke the 40-yard dash record at the NFL combine (4.21 seconds). Though the Chiefs' receiving depth should afford them patience with Worthy's development, his ability to stretch the field will prove handy to them from Day 1. If he clicks, he could deliver fantasy WR3 numbers right from the start. Bear in mind, however, that players of his ilk often have their single-game statistical peaks and valleys.",WR,11624,KC,,97.0,39.0,187.17
85,Rome Odunze,"Odunze joins the Bears as the ninth overall pick in the 2024 NFL draft. He's a big (6-foot-3, 212 pounds), physical receiver who knows how to use his size and body when making contested catches. He's the real deal and his numbers during his final season at Washington show that (92-1,640-13). Odunze has the makeup of a star in this league, but in 2024 he'll be third in line for targets behind DJ Moore and Keenan Allen. Add in a rookie QB to the mix and a run-heavy scheme and we're looking at a WR4/5 with upside.",WR,11620,CHI,,99.0,40.0,203.54999999999995
86,Tyjae Spears,"Spears enters his second NFL season, with Derrick Henry out and Tony Pollard in as his competition for touches. This third-round pick capably handled the ninth-most targets among backs, on the way to more than 800 scrimmage yards in an impressive rookie season. Spears' production as a receiving valve for Will Levis last season offers encouraging evidence he can again excel in a timeshare this season. Given the immense value of targets compared to carries and the natural expectation for Spears to take on more overall work this season, the arrow is pointing up for him as a mid-round RB2/flex option.",RB,9508,TEN,,90.0,31.0,167.16000000000003
87,Tony Pollard,"Even though Pollard enters his sixth season in the NFL, it's fair to ask, just who is this guy? Is he the ultra-efficient game-breaker from his Pro Bowl 2022 effort? Or is he the tailback who struggled to sustain steady production as the Cowboys' lead back last season? The reality could be somewhere between these extremes. The presence of Tyjae Spears is notable, as he consumed 150 touches last season, including the majority of work on third downs. There was room for Derrick Henry to command a major workload in a backfield with Spears, yet Henry is a singular talent and archetype. Given Spears' proficient receiving profile, it's likely Pollard's ability to be efficient on early downs and in the red zone will dictate his fantasy stock this season. Targeting Pollard as a borderline RB2 or flex candidate could still prove rewarding on a team that aggressively went after him in free agency.",RB,5967,TEN,,89.0,30.0,167.53
88,Austin Ekeler,"Ekeler signed with the Commanders after a thoroughly disappointing final season with the Chargers. He scored 38 touchdowns during the 2021 and 2022 seasons, which earned him much fantasy love and the top running back spot in many fantasy leagues, but his 2023 was a struggle. Ekeler suffered a high-ankle sprain in Week 1 (while scoring 26.4 PPR points!), missed three games and never really returned to prominence, seeing sketchy volume among his inefficiency. He recorded five top-10 weekly finishes at RB in 14 games. Ekeler will not cost a first-round pick this season, not in Washington's moribund offense, but if health and volume return, there is enticing bounce-back possibility as a TD-driven, RB2 choice.",RB,4663,WAS,,87.0,29.0,161.04000000000002
89,Devin Singletary,"Singletary signed a three-year deal to join the Giants and essentially replace Saquon Barkley. Good luck. While Singletary delivered seven double-digit fantasy efforts for the Texans last season, he is not close to Barkley's level. Singletary averaged only 9.8 fantasy points per game. He is undersized and not a speed burner, but he has been a fairly consistent, durable contributor for five NFL seasons. The Giants may be poised to give him his best opportunity for touches, even though they drafted Tyrone Tracy Jr. late, but in a below-average offense with issues galore, it makes Singletary an RB3, at best.",RB,6130,NYG,,55.0,21.0,184.10999999999996
90,Kyler Murray,"Murray returned as the Cardinals' starter after being sidelined for 11 months due to a right knee injury that he suffered in December 2022. Murray's rehab proved successful, as the dual-threat talent immediately flashed his trademark wheels, averaging more than 30 rushing yards per game between Weeks 10 and 18 last season. He was less consistent as a passer, recording his lowest completion percentage since his 2019 rookie campaign. A considerable amount of his inefficiency, however, could be attributed to a dearth of surrounding talent, as well as Marquise Brown's end-of-season absence (heel). Murray heads into his sixth pro campaign with a full offseason under his belt and plenty of time to build rapport with the team's young pass-catching talent, including fourth overall pick Marvin Harrison Jr. Consider Murray a low-end QB1 for fantasy purposes.",QB,5849,ARI,,105.0,17.0,330.15
91,Jordan Love,"Love returns as Green Bay's quarterback after leading the Packers to the playoffs as a first-year starter in 2023. While expectations were low considering his limited NFL action and young supporting cast, Love proved doubters wrong by finishing as fantasy's QB7. That includes six top-10 finishes in his final eight games. Love was eighth or better in passing yards, attempts, completions and aDOT, while also finishing second in passing touchdowns and posting a 3-to-1 TD/INT ratio. Love could use his legs a little more, but with his success in 2023 and all of his exciting, young pass-catchers returning, Love should be viewed as a fringe QB1 in 2024.",QB,6804,GB,,78.0,11.0,336.6
92,Brock Purdy,"Purdy returned from UCL surgery by fending off (theoretical) competition at the position and putting together a breakout effort in 2023. Surrounded by elite YAC talent, serving in an ultra-friendly scheme and buoyed by a solid defense, Mr. Irrelevant didn't always have to do a whole lot to win games. That sometimes meant underwhelming numbers from a fantasy perspective, though Purdy did average more than 18 fantasy points per contest and finished inside the top 10 among fantasy QBs. He's not the most dynamic player, but his situation provides him (and fake football managers) with a wonderfully high floor. He projects to post fringe-QB1 fantasy numbers again in 2024.",QB,8183,SF,,100.0,16.0,338.44
93,Ladd McConkey,"Though Puka Nacua did it just last season, it's not common historically that a second-day draft pick emerges as his team's go-to receiver. McConkey has a very real chance to do just that, considering the team's aggressive move to trade up for him at No. 34 overall, addressing what was an especially weak spot on the team. He's a polished route-runner who, despite a disappointing and injury-limited senior season at Georgia, excelled at the combine (4.39 40 time), a reminder of his elite speed and quickness. Expect McConkey to get an extended look during the preseason, with a high probability of emerging as Justin Herbert's preferred target before the 2024 season concludes. There's WR3 upside here.",WR,11635,LAC,,127.0,53.0,167.70999999999998
94,Keon Coleman,"Coleman was selected by Buffalo in the second round of April's draft and is immediately tethered to one of the league's best quarterbacks in Josh Allen. Coleman easily could pace the Bills in targets out of the gate after Stefon Diggs and Gabe Davis left this offseason. The rookie out of Florida State led the Seminoles in receptions, yards and touchdowns in his final collegiate season. With his downfield prowess and red zone potential, Coleman should be on your radar in the middle rounds.",WR,11637,BUF,,131.0,55.0,158.47
95,Brian Thomas,"Selecting Thomas in the first round highlights the Jaguars' clear agenda this offseason to provide Trevor Lawrence with an upgraded collection of downfield playmakers. Overshadowed to a degree by LSU teammate Malik Nabers' prolific prospect profile, Thomas established quite the collegiate career of his own. After all, his 12 touchdown hauls on passes of at least 20 yards downfield last season marks the most by any FBS player in a season since ESPN Stats & Information began tracking air yards in 2011. Lawrence, meanwhile, is third in the NFL in passes of least 10 air yards since the start of the 2022 campaign. The rare rookie from this class with a projection for a triple-digit target workload, taking Thomas in the late-middle rounds of your draft could prove profitable.",WR,11631,JAX,,122.0,50.0,166.97
96,Jakobi Meyers,"Meyers' familiarity with Josh McDaniels' system afforded him a hot start to 2023. He was 20th among WRs through eight weeks with 108.4 fantasy points. After the Raiders dispatched McDaniels, Meyers' production dipped, as he averaged 3.3 fewer points and 2.6 fewer targets per game from that point forward. Ultimately, Meyers finished 24th in fantasy production among wide receivers, a good enough stat line to earn him No. 2 target status again in the Raiders' 2024 offense and a fantasy flex valuation. The team's iffy quarterback situation, however, might mean the second-half version is the more likely one we'll see this year.",WR,5947,LV,,129.0,54.0,149.55999999999997
97,DeAndre Hopkins,"Hopkins is entering his 12th NFL season, but he hasn't shown serious signs of aging just yet. Last season, Hopkins posted his highest yards per catch since his first All-Pro effort in 2017. The days of triple-digit reception totals are likely in the past, but a concentrated Titans offense could still afford him well over 100 targets working with a big-armed second-year QB in Will Levis. There is always a degree of risk investing in a receiver in his age-32 season, although it's reasonable to note Hopkins wins at the catch point with a mixture of guile and hands that remains rare at the position. Given the track record, don't be surprised by another solid WR2 showing found at WR3 pricing, though note that Hopkins is expected to miss the first few games of the season due to injury.",WR,1426,TEN,,114.0,46.0,178.93
98,Jayden Daniels,"Daniels was selected second overall by the Commanders in April's draft, and he may be more valuable in fantasy than the quarterback who went first (Caleb Williams), thanks to his elite running ability. Daniels not only compiled 10 times as many touchdown passes as interceptions while winning the Heisman Trophy in 2023, he also rushed for more than 1,100 yards and 10 more scores. Washington is a good landing spot for Daniels, with savant Kliff Kingsbury directing the offense and ample offensive options around him. Daniels probably slips outside the QB1 options on draft day, but he may end up there by season's end.",QB,11566,WAS,,98.0,15.0,316.72999999999996
99,David Njoku,"Njoku, who is entering his eighth season, hit career highs in receptions, receving yards and touchdowns in 2023. He was a fantasy playoff star in Weeks 14-17 with Joe Flacco at quarterback, posting two games of 26 or more points, with at least one touchdown reception in three of four games. On the flip side, Njoku produced three games of double-digit fantasy production, and just one touchdown, in Deshaun Watson's six starts last season. While that can create some concern, we are trusting the rare talent with Njoku as a mid-tier TE1 in Kevin Stefanski's heavily schemed pass game.",TE,4033,CLE,,81.0,10.0,157.98
100,Jake Ferguson,"Ferguson broke out in his second NFL season, ranking ninth among tight ends in receptions and eighth in receiving yards. Only six tight ends caught more than his five touchdowns, and Ferguson closed well with a three-TD outing in the team's wild card playoff loss to the Packers. He benefited from the offseason departure of Dalton Schultz to Houston, then he outproduced Schultz. Cowboys QB Dak Prescott throws a ton of passes, and he looks Ferguson's way quite a bit at the goal line. This is a top-10 fantasy tight end, with upside for the top five.",TE,8110,DAL,,76.0,9.0,164.27000000000004
101,Raheem Mostert,"Mostert, now in his third season with the Dolphins, is a 32-year-old running back coming off a career year. He led the league in rushing touchdowns (18) and surpassed 200 rushing attempts and 1,000 rushing yards for the first time. Despite sharing the workload with exceptional rookie De'Von Achane, Mostert remains a key part of the explosive Dolphins offense, and our projections suggest Miami will continue with the committee approach. Mostert is extremely unlikely to approach last season's touchdown count, but should be viewed as a high-end flex option.",RB,2749,MIA,,69.0,24.0,168.54999999999998
102,Chase Brown,"Heading into his second pro season, Brown will occupy the No. 2 role behind Zack Moss in the Bengals' backfield. Brown has the ability to find interior daylight as a runner, plus he flashed as a receving target as a rookie. Last season, Brown averaged 14.4 yards per reception on screens, using his vision and contact balance to win in space. He is a smart insurance play behind Moss, and his receiving usage creates flex value in deeper leagues.",RB,9224,CIN,,103.0,36.0,160.81
103,Ezekiel Elliott,"After one underwhelming season with an even more underwhelming Patriots offense, the 29-year-old Elliott signed back with the Cowboys, days after the franchise spent its draft picks on other positions. He will battle holdovers Rico Dowdle and Deuce Vaughn for touches. Elliott used to be one of the first picks in a fantasy draft, but his last RB1 season was 2019. He scored a solid 12 touchdowns during each of his final two inefficient seasons with Dallas, though, and he showed he can still catch passes last season in New England's terrible offense, so perhaps RB2 production remains attainable. Just don't draft him as an RB2.",RB,3164,DAL,,111.0,38.0,169.43
104,Zack Moss,"Going into his sixth pro season, Moss joins his third team in Cincinnati, where he will replace Joe Mixon as the team's early-down runner. Moss saw eight starts for the Colts last season, producing three games of 20 or more fantasy points, while logging at least 18 carries six times. A volume back with the skills to catch the ball on screens and unders, Moss will share touches with Chase Brown this season. Playing in a high-scoring Bengals offense, Moss has flex upside given his anticipated rushing volume and goal line role.",RB,6845,CIN,,75.0,26.0,169.80000000000004
105,Jonathon Brooks,"The Panthers took Brooks with the 46th pick in the 2024 draft and he'll join a crowded backfield in Carolina that already includes Chuba Hubbard and Miles Sanders. He is coming off an ACL injury suffered in November and will miss at least the first four games of his rookie season, but he could quickly emerge as the lead back given his ability to slash and create big plays. Add in the fact he's a gifted receiver out of the backfield and he looks like a three-down back in an NFL offense. While this could end up as a textbook backfield by committee situation, Brooks is good enough to to emerge as a fantasy force as a rookie. Target Brooks in the later rounds in redraft leagues this season and stash him on your IR.",RB,11583,CAR,,,,
106,Hollywood Brown,"The most accomplished deep-threat receiver the Chiefs have signed since Tyreek Hill departed, Brown brings the worry of his having been a near-total flop in his two years in Arizona but also the tantalizing upside of a weekly fantasy WR2. Brown never clicked with Kliff Kingsbury's offensive system in 2022 and was held back by injury (foot) and poor quarterback play in 2023, but he also had seven touchdowns of 40 yards or greater during his three seasons in Baltimore (2019-21), third best in the league. Having one of the game's best quarterbacks, Patrick Mahomes, should help fuel a rebound for Brown, but be forewarned that, due to his probable role and with the speedy Xavier Worthy also now on the roster, Brown will likely be a boom-or-bust type. Brown is expected to miss a game or three to open the season due to injury.",WR,5848,KC,,,,
107,Mike Williams,"This is Williams' first season with the Jets after spending his first seven NFL seasons with the Chargers. Williams offers a much-needed boost to a team that struggled with Allen Lazard and Xavier Gipson as their next-best WRs behind Garrett Wilson. Despite suffering a torn ACL in September 2023, Williams is expected to be fully recovered by the start of the 2024 season. The 29-year-old has maintained an average of 7.7 targets and 14.8 fantasy points per game over the past three seasons. With Aaron Rodgers at quarterback, Williams should see enough targets to warrant consideration as a boom/bust flex option in 2024.",WR,4068,NYJ,,182.0,76.0,159.02
108,Tyler Lockett,"It was assumed that after nine seasons in Seattle and on the heels of Pete Carroll's departure, Lockett would land with a different squad in 2024. But the organization was motivated to keep the team together, re-signing Lockett to a two-year deal worth $34 million. Failing to clear 1,000 receiving yards for the first time in four years and recording a career-low 11.3 YPR (WR71), Lockett is unlikely to deliver better than WR3 numbers for fantasy purposes. Jaxon Smith-Njigba's presence further lowers Lockett's ceiling. Still, he's a valued vet with a solid floor, and he should remain a stabilizing presence in Seattle and for fans of the virtual game this season.",WR,2374,SEA,,106.0,41.0,185.39999999999998
109,Dallas Goedert,"The consistent Goedert enters his seventh season still looking to truly break out for fantasy purposes. A broken forearm cost him three games last season, and he missed five games during the team's Super Bowl season. Goedert still hasn't reached 60 receptions in any season, and he has been held to three touchdowns in three of the past four, as he barely gets a look at the goal line. The efficiency we saw from him in 2021 and 2022 ceased last season, as his yards per target dropped from 10.2 to 7.1. Quality depth at tight end in fantasy has improved in recent years, so Goedert is more of a borderline TE1 and late-round pick than coveted asset.",TE,5022,PHI,,102.0,11.0,153.33
110,Brock Bowers,"The top tight end prospect in this year's draft class, Bowers landed in a puzzling spot, selected 13th overall by the Raiders, who already had 2023 second-rounder Michael Mayer (plus Davante Adams and Jakobi Meyers at wide receiver). Though a high-ankle sprain cost him four games of his final season at Georgia, Bowers posted stunning receiving numbers during a three-year career there: 175 receptions, 2,538 yards and 26 touchdowns, all easily FBS position bests, plus 8.9 yards after the catch per reception. He should immediately grab a prominent role in the Raiders' offense, though Mayer's presence could cut into his snaps, especially if Bowers struggles to adapt to the blocking chores of the position initially. Nevertheless, he has legitimate TE1 upside.",TE,11604,LV,,115.0,13.0,137.93
111,T.J. Hockenson,"Hockenson is back for his third season with the Vikings after tearing his ACL and MCL in Week 16 last season. It was an unfortunate end to an otherwise spectacular season for the superstar tight end. A top-five tight end in three of the past four seasons, the biggest question is how many games Hockenson will miss as he rehabs from this injury. Loosely projected to miss the first four to six weeks of the season, while likely playing with a rookie QB, means Hockenson checks in outside the top 12 at the TE position. He should be drafted late in all formats, as he could return to the TE1 mix during the season.",TE,5844,MIN,,,,
112,J.K. Dobbins,"Dobbins is another piece brought to Los Angeles as the Chargers assembled a sort of ""Ravens West."" Dobbins should compete with Gus Edwards, Isaiah Spiller and rookie Kimani Vidal in what's sure to be a heavily utilized running back corps. Dobbins is the ultimate risk/reward pickup. In 13 career games with double-digit carries, his 6.2 YPC and nine rushing touchdowns underscore his upside, but his 43 absences in 67 NFL contests serve as a reminder of his propensity for injury. Dobbins did his best work in Baltimore under Greg Roman, the offensive coordinator with whom he is now reunited, so monitor Dobbins' preseason and be prepared to pounce on him as a late-round value pick if he's looking good.",RB,6806,LAC,,190.0,48.0,62.169999999999995
113,Gus Edwards,"One of the game's more underrated rushers, Edwards found himself an advantageous arrangement by signing with the Chargers. Coach Jim Harbaugh, as well as offensive coordinator Greg Roman, who served in the same role for Edwards' 2018-21 Ravens teams, are committed to a run-heavy offense. Edwards has averaged 4.9 yards and 2.07 yards after first contact per carry, as well as a 29.6% big-play rate, in his six-year NFL career, all of which rank among the position's top 20 (minimum 300 attempts) in that span. He also converted on a sparkling eight of nine goal-line tries in 2023. Because Edwards scarcely contributes in the receiving game, he's a better non-PPR pick than PPR, but he could serve as a weekly flex.",RB,5248,LAC,,104.0,37.0,159.72999999999996
114,Chuba Hubbard,"Hubbard replaced Miles Sanders as the feature back for the worst offensive team in the league last season, finishing with 902 rush yards and five touchdowns. However, he wasn't exactly efficient in doing so, ranking in the 30s in explosive-run rate, forced missed tackles and yards after contact. Add in the fact that things are still a bit cloudy in Carolina with new head coach Dave Canales, along with the fact they drafted Jonathon Brooks with the 46th pick in the draft, and it's not hard to see Hubbard's fantasy value taking a hit. He is worth a midround pick, as he is expected to be the lead back for at least the first four weeks of the season, while Brooks (ACL recovery) begins the season on IR.",RB,7594,CAR,,84.0,28.0,114.87
115,Jerome Ford,"Ford enters his third season with the Browns after posting career highs in rushing and receving yards in 2023. In relief of Nick Chubb (knee) during the Week 2 game versus the Steelers, Ford dropped 24.1 fantasy points on the Pittsburgh defense, while he averaged 12.9 points from Weeks 3 through 17. Ford has the lateral agility and power to shed tacklers, plus the straight-line speed to create explosive plays in the run and pass game. With the uncertainty of Chubb's recovery from injury, Ford should be drafted in all formats with the potential upside of taking on a volume role this season.",RB,8143,CLE,,35.0,18.0,146.21
116,Nick Chubb,"Chubb took a pay cut to return to the Browns for a seventh season, and the serious knee injury he suffered in Week 2 creates real concern about his future outlook. In previous seasons, Chubb was a high-end fantasy option, finishing as RB5 in 2022 and RB10 in 2021. A powerful runner with open-field elusiveness and top-end speed, Chubb has been one of the more consistent fantasy running backs. However, with the emergence of Jerome Ford in Cleveland last season and the uncertainty of Chubb's eventual recovery from the knee injury, we would advise approaching this with caution. We see Chubb in the lower-tier flex range.",RB,4988,CLE,,,,
117,Aaron Rodgers,"It will be Rodgers' second season with the Jets after an Achilles injury in Week 1 sidelined him for the 2023 campaign. The four-time MVP is entering his age-40 season, but Rodgers averaged 19.9 fantasy points per game in his final three seasons with the Packers. The Jets didn't have a reliable secondary pass-catcher opposite Garrett Wilson last season, so the offseason addition of Mike Williams helps in that area, as does drafting Malachi Corley in the third round. New York's offensive line was also a liability in pass protection, ranking 30th in pass block win rate. The Jets addressed this area by signing former All-Pro offensive tackle Tyron Smith (among others) during free agency. Rodgers has a history of elevating the play of those around him, and he can be drafted as a low-end QB1.",QB,96,NYJ,,153.0,27.0,298.76
118,Justin Herbert,"While Herbert is one of the league's most talented quarterbacks, he is saddled with starting for a Jim Harbaugh rebuild that's precariously thin on receiving talent. In the past three seasons, Herbert is third in passing yards per game (274.1), fourth among qualifiers in Total QBR (65.3) and he has averaged 19.1 fantasy points per game. That latter number placed eighth at the position, in large part because Herbert couldn't get things done behind a sputtering running game and with Mike Williams and Keenan Allen missing time due to injury in 2023. Allen and Williams are now elsewhere, and Harbaugh appears committed to a run-oriented offense. Herbert might struggle to deliver the fantasy goods, making him more of a matchup play for 2024.",QB,6797,LAC,,116.0,19.0,315.09000000000003
119,Kirk Cousins,"Cousins signed with the Falcons in March and gives Atlanta some hope after the failed Desmond Ridder experiment of 2023. Cousins got off to a hot start in Minnesota last season, racking up 2,331 passing yards and 18 touchdowns (and just five interceptions) through eight games, but succumbed to a torn Achilles that ended his season at the midpoint. He'll have no shortage of targets to work with in RB Bijan Robinson, WR Drake London and underused TE Kyle Pitts, but his lack of mobility is always a concern. While he's expected to give the Atlanta offense a boost, the 35-year-old pocket passer is a solid QB2 with a ceiling of a fringe QB1.",QB,1166,ATL,,134.0,23.0,296.41
